time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,mpc_time,ctrl_callback_time_history,metadata
7.152557373046875e-07,0.01781870611011982,0.017500203102827072,0.0844101756811142,0.015605884633682949,-0.9601152071861259,-0.07631897877524273,0.03251546898154229,-0.09977125516345356,0.0,0.0,-0.6,0.0,0.010318517684936523,0.011149883270263672,Sim
0.011249303817749023,0.01781870611011982,0.017500203102827072,0.0844101756811142,0.015605884633682949,-0.9601152071861259,-0.07631897877524273,0.03251546898154229,-0.09977125516345356,0.0,0.0,-0.6,0.0,0.00013494491577148438,0.0005211830139160156,1x Speed
0.01996469497680664,0.017490649595856667,0.017194369807839394,0.0839361920952797,0.01562820019609383,-0.9599235972937886,-0.07173240144745822,0.029106564874156957,-0.09991444741347841,0.0,0.0,-0.6,0.0,0.0007140636444091797,0.0013420581817626953,Horizon:3.0
0.02991175651550293,0.017380263656377792,0.017092915251851082,0.08381179720163345,0.015622754814864715,-0.9598663423995901,-0.07069843420626724,0.028077046459691144,-0.09987966263429991,0.0,0.0,-0.6,0.0,0.0011246204376220703,0.0020101070404052734,Num Steps:20
0.04006052017211914,0.017158862203359604,0.01689709722995758,0.08357615768909454,0.01560127533109498,-0.9597769222131354,-0.06961915493694804,0.025693333568452024,-0.09974189198458148,0.0,0.0,-0.6,0.0,0.0010445117950439453,0.0018525123596191406,No Pyjoules
0.0501708984375,0.01704772375524044,0.01680089719593525,0.0834653228521347,0.015609731012561932,-0.9597479323596622,-0.06846659754148327,0.024794407183853766,-0.09979599429258905,0.0,0.0,-0.6,0.0,0.0011138916015625,0.002130270004272461,0
0.059987783432006836,0.01693703606724739,0.016705568879842758,0.08336974680423737,0.015619311216217624,-0.9595639721995526,-0.06741984744587957,0.02389612349107957,-0.09985731000486557,0.0,0.0,-0.6,0.0,0.0010924339294433594,0.0018863677978515625,0
0.07035636901855469,0.01682700775563717,0.01661059632897377,0.08323846757411957,0.015591642660211956,-0.9570611533931087,-0.06535855123208796,0.023707429100895648,-0.09968124806957576,0.0,0.0,-0.6,0.0,0.001031637191772461,0.0018596649169921875,0
0.07991766929626465,0.016603730618953705,0.01641717739403248,0.08233175426721573,0.015388702607625097,-0.9433378190518208,-0.05787627261817042,0.02025798279736605,-0.09838663970392413,0.0,0.0,-0.6,0.0,0.0009059906005859375,0.0017077922821044922,0
0.08978652954101562,0.016487976536154747,0.01631595380604267,0.08137107640504837,0.015219888906809793,-0.9342126919011486,-0.05026449185571608,0.019073943796391924,-0.09731055223742639,0.0,0.0,-0.6,0.0,0.0007231235504150391,0.0013620853424072266,0
0.10003018379211426,0.016370275989174843,0.016209714114665985,0.08000217378139496,0.014988296203936055,-0.9243181845875258,-0.04270769732239436,0.017826591713826816,-0.09583327491336559,0.0,0.0,-0.6,0.0,0.0008497238159179688,0.001527547836303711,0
