time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,mpc_time,ctrl_callback_time_history,metadata
7.152557373046875e-07,-0.0043153055012226105,0.002609401708468795,0.003997010178864002,-0.01589240255970371,-0.9289500879503935,0.18499753600407937,0.18781658336886728,0.10164082321063163,0.0,0.0,-0.6,0.0,0.0017476081848144531,0.0025777816772460938,Sim
0.00991201400756836,-0.004328085109591484,0.0025972623843699694,0.004252313636243343,-0.015864742183099252,-0.9290572892349244,0.18440585316276492,0.18870173541450433,0.10146243698292859,0.0,0.0,-0.6,0.0,0.0007460117340087891,0.00135040283203125,1x Speed
0.020027875900268555,-0.004333544056862593,0.002589752431958914,0.004385020118206739,-0.01587615058797294,-0.9290574070000237,0.18510856540375117,0.18795038321383445,0.10153745778059431,0.0,0.0,-0.6,0.0,0.0007970333099365234,0.0017590522766113281,Horizon:3.0
0.029919862747192383,-0.004343098029494286,0.0025809952057898045,0.00451915105804801,-0.015861832494627495,-0.9290745294381793,0.18600129477738986,0.1858522310421765,0.10144859676114044,0.0,0.0,-0.6,0.0,0.0006973743438720703,0.0013153553009033203,Num Steps:20
0.0399470329284668,-0.004293022211641073,0.002607442904263735,0.004495325032621622,-0.01583666016799982,-0.9290847586720526,0.1843027812486737,0.18557029251921495,0.10128589588948612,0.0,0.0,-0.6,0.0,0.0006821155548095703,0.0012302398681640625,No Pyjoules
0.04997897148132324,-0.00424777390435338,0.0026342771016061306,0.00443925429135561,-0.015836874362485202,-0.928875510947184,0.18491310572477754,0.18453711450403334,0.10128835587238795,0.0,0.0,-0.6,0.0,0.0005915164947509766,0.0013959407806396484,0
0.05998420715332031,-0.0042050546035170555,0.0026616391260176897,0.004342860076576471,-0.015826647737631715,-0.9265356551980383,0.18225582599441728,0.18390017320982205,0.10122008351453797,0.0,0.0,-0.6,0.0,0.0006926059722900391,0.0014333724975585938,0
0.0702366828918457,-0.004121624398976564,0.0027176435105502605,0.003564187791198492,-0.015649521025497316,-0.9142079429224208,0.1700867425675455,0.17788512424432648,0.10008131298972665,0.0,0.0,-0.6,0.0,0.0007326602935791016,0.0014014244079589844,0
0.08012819290161133,-0.004075732082128525,0.0027445610612630844,0.0027279758360236883,-0.015475597881778604,-0.9061261151618252,0.15923219529453855,0.17157025422061922,0.09896537265424712,0.0,0.0,-0.6,0.0,0.0007164478302001953,0.0015492439270019531,0
0.09016537666320801,-0.003981409594416618,0.0027934261597692966,6.217160262167454e-07,-0.014982891326573487,-0.88814028128552,0.1340657309913062,0.15503169740355072,0.09580898931685743,0.0,0.0,-0.6,0.0,0.0012943744659423828,0.002214193344116211,0
0.10036563873291016,-0.0039306222461164,0.002814388833940029,-0.0018940968438982964,-0.014673999205181231,-0.8788104876232324,0.12053966432620518,0.14514655120934666,0.09383137653950012,0.0,0.0,-0.6,0.0,0.0014576911926269531,0.002519845962524414,0
0.11024761199951172,-0.0038775785360485315,0.002834342885762453,-0.004147794563323259,-0.014311638474072406,-0.8694359032187451,0.10507866762971346,0.13504728896398666,0.09151069889016647,0.0,0.0,-0.6,0.0,0.0014090538024902344,0.002284526824951172,0
0.12021255493164062,-0.003824813524261117,0.0028555637691169977,-0.006756328046321869,-0.013900423068819933,-0.8599393814457105,0.08877610293426569,0.12200321215265172,0.08887880379354793,0.0,0.0,-0.6,0.0,0.0012302398681640625,0.0020546913146972656,0
0.13031339645385742,-0.003720453940331936,0.0029031732119619846,-0.012984413653612137,-0.012985096834365864,-0.8416133772643443,0.05816352092803223,0.09758902350722531,0.08302243323318984,0.0,0.0,-0.6,0.0,0.0010797977447509766,0.002154111862182617,0
0.14016985893249512,-0.003671064740046859,0.0029265177436172962,-0.01657140627503395,-0.012498595828522217,-0.8326851921360392,0.0425930550040531,0.08302950362936604,0.07991085725892118,0.0,0.0,-0.6,0.0,0.0011343955993652344,0.0020062923431396484,0
0.15022635459899902,-0.003626715624704957,0.002951220842078328,-0.020462581887841225,-0.01200411029340638,-0.8238584735322707,0.028221801563081555,0.06838480865637384,0.0767486713698721,0.0,0.0,-0.6,0.0,0.0011899471282958984,0.0022263526916503906,0
0.16015958786010742,-0.0035867663100361824,0.0029769453685730696,-0.024636708199977875,-0.011485531775063259,-0.8153037627549029,0.013300643657926372,0.05425869126282179,0.07343189946109203,0.0,0.0,-0.6,0.0,0.0010287761688232422,0.0018467903137207031,0
0.17036032676696777,-0.003527455497533083,0.003044338896870613,-0.03375910967588425,-0.010296161182680683,-0.7990775108308716,-0.020049739416902638,0.021823509836222426,0.06582419203086215,0.0,0.0,-0.6,0.0,0.0014371871948242188,0.0025360584259033203,0
0.18018317222595215,-0.0035119217354804277,0.0030886416789144278,-0.038669291883707047,-0.009644898648307839,-0.7914909866162225,-0.03535234205171575,0.006324390111632358,0.06165881343336644,0.0,0.0,-0.6,0.0,0.001405954360961914,0.002380847930908203,0
0.19007229804992676,-0.003503362415358424,0.003142359433695674,-0.04378646984696388,-0.009025816731294538,-0.7842139835679358,-0.05135510003949787,-0.007047098676433334,0.057699055702734786,0.0,0.0,-0.6,0.0,0.001001119613647461,0.0017902851104736328,0
0.20018458366394043,-0.0035026040859520435,0.00320604769513011,-0.04909568652510643,-0.008401853424051078,-0.7771981110595326,-0.06527758456817895,-0.02148831033268877,0.05370875001437931,0.0,0.0,-0.6,0.0,0.0010805130004882812,0.0017998218536376953,0
